Store,Item,Allocation
7,Phone Charger,2
7,Power Cord,1
7,Shrimp,4
7,Steak,2
7,Tape,0
8,Bracket,0
8,Brush,0
8,Cereal,0
8,Ear Buds,1
8,Eggs,0
8,Glue,1
8,Keyboard,2
8,King Crab,1
8,Milk,0
8,Mouse,1
8,Nails,0
8,Noodles,1
8,Paint,0
8,Phone Charger,1
8,Power Cord,1
8,Shrimp,1
8,Steak,1
8,Tape,0
9,Bracket,0
9,Brush,0
9,Cereal,0
9,Ear Buds,4
9,Eggs,0
9,Glue,0
9,Keyboard,4
9,King Crab,1
9,Milk,0
9,Mouse,1
9,Nails,0
9,Noodles,2
9,Paint,0
9,Phone Charger,2
9,Power Cord,1
9,Shrimp,4
9,Steak,2
9,Tape,0
10,Bracket,0
10,Brush,0
10,Cereal,0
10,Ear Buds,2
10,Eggs,0
10,Glue,0
10,Keyboard,2
10,King Crab,1
10,Milk,0
10,Mouse,1
10,Nails,0
10,Noodles,1
10,Paint,0
10,Phone Charger,2
10,Power Cord,1
10,Shrimp,2
10,Steak,1
10,Tape,0
11,Bracket,0
11,Brush,0
11,Cereal,0
11,Ear Buds,1
11,Eggs,0
11,Glue,0
11,Keyboard,2
11,King Crab,1
11,Milk,0
11,Mouse,1
11,Nails,0
11,Noodles,1
11,Paint,0
11,Phone Charger,1
11,Power Cord,0
11,Shrimp,1
11,Steak,1
11,Tape,0
12,Bracket,0
12,Brush,0
12,Cereal,1
12,Ear Buds,4
12,Eggs,0
12,Glue,1
12,Keyboard,5
12,King Crab,1
12,Milk,0
12,Mouse,1
12,Nails,0
12,Noodles,2
12,Paint,0
12,Phone Charger,4
12,Power Cord,1
12,Shrimp,6
12,Steak,6
12,Tape,0
13,Bracket,0
13,Brush,0
13,Cereal,0
13,Ear Buds,1
13,Eggs,0
13,Glue,0
13,Keyboard,2
13,King Crab,1
13,Milk,0
13,Mouse,1
13,Nails,0
13,Noodles,1
13,Paint,0
13,Phone Charger,1
13,Power Cord,0
13,Shrimp,1
13,Steak,1
13,Tape,0
14,Bracket,0
14,Brush,1
14,Cereal,0
14,Ear Buds,2
14,Eggs,0
14,Glue,1
14,Keyboard,2
14,King Crab,1
14,Milk,0
14,Mouse,1
14,Nails,0
14,Noodles,1
14,Paint,0
14,Phone Charger,1
14,Power Cord,0
14,Shrimp,2
14,Steak,1
14,Tape,0
15,Bracket,0
15,Brush,1
15,Cereal,0
15,Ear Buds,2
15,Eggs,0
15,Glue,0
15,Keyboard,2
15,King Crab,1
15,Milk,0
15,Mouse,1
15,Nails,0
15,Noodles,1
15,Paint,0
15,Phone Charger,1
15,Power Cord,0
15,Shrimp,1
15,Steak,1
15,Tape,0
16,Bracket,0
16,Brush,0
16,Cereal,0
16,Ear Buds,2
16,Eggs,0
16,Glue,0
16,Keyboard,2
16,King Crab,1
16,Milk,0
16,Mouse,1
16,Nails,0
16,Noodles,1
16,Paint,0
16,Phone Charger,1
16,Power Cord,0
16,Shrimp,1
16,Steak,1
16,Tape,0
17,Bracket,0
17,Brush,0
17,Cereal,0
17,Ear Buds,1
17,Eggs,0
17,Glue,0
17,Keyboard,2
17,King Crab,1
17,Milk,0
17,Mouse,0
17,Nails,0
17,Noodles,1
17,Paint,0
17,Phone Charger,1
17,Power Cord,0
17,Shrimp,1
17,Steak,1
17,Tape,0
18,Bracket,0
18,Brush,0
18,Cereal,0
18,Ear Buds,1
18,Eggs,0
18,Glue,0
18,Keyboard,2
18,King Crab,1
18,Milk,0
18,Mouse,1
18,Nails,0
18,Noodles,1
18,Paint,0
18,Phone Charger,1
18,Power Cord,0
18,Shrimp,1
18,Steak,1
18,Tape,0
19,Bracket,0
19,Brush,0
19,Cereal,0
19,Ear Buds,2
19,Eggs,0
19,Glue,1
19,Keyboard,2
19,King Crab,1
19,Milk,0
19,Mouse,1
19,Nails,0
19,Noodles,1
19,Paint,0
19,Phone Charger,1
19,Power Cord,0
19,Shrimp,1
19,Steak,1
19,Tape,0
20,Bracket,0
20,Brush,0
20,Cereal,0
20,Ear Buds,1
20,Eggs,0
20,Glue,0
20,Keyboard,2
20,King Crab,1
20,Milk,0
20,Mouse,1
20,Nails,0
20,Noodles,1
20,Paint,0
20,Phone Charger,1
20,Power Cord,0
20,Shrimp,1
20,Steak,1
20,Tape,0
21,Bracket,0
21,Brush,0
21,Cereal,0
21,Ear Buds,2
21,Eggs,0
21,Glue,1
21,Keyboard,2
21,King Crab,1
21,Milk,0
21,Mouse,1
21,Nails,0
21,Noodles,1
21,Paint,0
21,Phone Charger,1
21,Power Cord,0
21,Shrimp,1
21,Steak,1
21,Tape,0
22,Bracket,0
22,Brush,0
22,Cereal,0
22,Ear Buds,2
22,Eggs,0
22,Glue,1
22,Keyboard,2
22,King Crab,1
22,Milk,0
22,Mouse,1
22,Nails,0
22,Noodles,1
22,Paint,0
22,Phone Charger,1
22,Power Cord,0
22,Shrimp,1
22,Steak,1
22,Tape,0
23,Bracket,0
23,Brush,0
23,Cereal,0
23,Ear Buds,1
23,Eggs,0
23,Glue,0
23,Keyboard,2
23,King Crab,1
23,Milk,0
23,Mouse,0
23,Nails,0
23,Noodles,1
23,Paint,0
23,Phone Charger,1
23,Power Cord,0
23,Shrimp,1
23,Steak,1
23,Tape,0
24,Bracket,0
24,Brush,0
24,Cereal,0
24,Ear Buds,1
24,Eggs,0
24,Glue,0
24,Keyboard,2
24,King Crab,1
24,Milk,0
24,Mouse,0
24,Nails,0
24,Noodles,1
24,Paint,0
24,Phone Charger,1
24,Power Cord,0
24,Shrimp,1
24,Steak,1
24,Tape,0
25,Bracket,0
25,Brush,0
25,Cereal,0
25,Ear Buds,1
25,Eggs,0
25,Glue,0
25,Keyboard,2
25,King Crab,1
25,Milk,0
25,Mouse,0
25,Nails,0
25,Noodles,1
25,Paint,0
25,Phone Charger,1
25,Power Cord,0
25,Shrimp,1
25,Steak,1
25,Tape,0
26,Bracket,0
26,Brush,0
26,Cereal,0
26,Ear Buds,2
26,Eggs,0
26,Glue,1
26,Keyboard,2
26,King Crab,1
26,Milk,0
26,Mouse,1
26,Nails,0
26,Noodles,1
26,Paint,0
26,Phone Charger,1
26,Power Cord,0
26,Shrimp,1
26,Steak,1
26,Tape,0
27,Bracket,0
27,Brush,0
27,Cereal,0
27,Ear Buds,2
27,Eggs,0
27,Glue,1
27,Keyboard,2
27,King Crab,1
27,Milk,0
27,Mouse,1
27,Nails,0
27,Noodles,1
27,Paint,0
27,Phone Charger,1
27,Power Cord,0
27,Shrimp,1
27,Steak,1
27,Tape,0
28,Bracket,0
28,Brush,0
28,Cereal,0
28,Ear Buds,1
28,Eggs,0
28,Glue,0
28,Keyboard,2
28,King Crab,1
28,Milk,0
28,Mouse,0
28,Nails,0
28,Noodles,1
28,Paint,0
28,Phone Charger,1
28,Power Cord,0
28,Shrimp,1
28,Steak,1
28,Tape,0
29,Bracket,0
29,Brush,0
29,Cereal,0
29,Ear Buds,1
29,Eggs,0
29,Glue,0
29,Keyboard,2
29,King Crab,1
29,Milk,0
29,Mouse,0
29,Nails,0
29,Noodles,1
29,Paint,0
29,Phone Charger,1
29,Power Cord,0
29,Shrimp,1
29,Steak,1
29,Tape,0
30,Bracket,0
30,Brush,0
30,Cereal,0
30,Ear Buds,1
30,Eggs,0
30,Glue,0
30,Keyboard,2
30,King Crab,1
30,Milk,0
30,Mouse,1
30,Nails,0
30,Noodles,1
30,Paint,0
30,Phone Charger,1
30,Power Cord,1
30,Shrimp,1
30,Steak,1
30,Tape,0
31,Bracket,0
31,Brush,0
31,Cereal,0
31,Ear Buds,1
31,Eggs,0
31,Glue,0
31,Keyboard,2
31,King Crab,1
31,Milk,0
31,Mouse,1
31,Nails,0
31,Noodles,1
31,Paint,0
31,Phone Charger,1
31,Power Cord,1
31,Shrimp,1
31,Steak,1
31,Tape,0
32,Bracket,0
32,Brush,0
32,Cereal,0
32,Ear Buds,2
32,Eggs,0
32,Glue,1
32,Keyboard,2
32,King Crab,1
32,Milk,0
32,Mouse,1
32,Nails,0
32,Noodles,1
32,Paint,0
32,Phone Charger,1
32,Power Cord,0
32,Shrimp,2
32,Steak,1
32,Tape,0
33,Bracket,0
33,Brush,0
33,Cereal,0
33,Ear Buds,2
33,Eggs,0
33,Glue,1
33,Keyboard,4
33,King Crab,1
33,Milk,0
33,Mouse,1
33,Nails,0
33,Noodles,1
33,Paint,0
33,Phone Charger,1
33,Power Cord,0
33,Shrimp,2
33,Steak,1
33,Tape,0
34,Bracket,0
34,Brush,1
34,Cereal,0
34,Ear Buds,4
34,Eggs,0
34,Glue,1
34,Keyboard,4
34,King Crab,1
34,Milk,0
34,Mouse,1
34,Nails,0
34,Noodles,1
34,Paint,1
34,Phone Charger,2
34,Power Cord,1
34,Shrimp,2
34,Steak,1
34,Tape,0
35,Bracket,0
35,Brush,1
35,Cereal,0
35,Ear Buds,1
35,Eggs,0
35,Glue,1
35,Keyboard,2
35,King Crab,1
35,Milk,0
35,Mouse,1
35,Nails,0
35,Noodles,1
35,Paint,0
35,Phone Charger,1
35,Power Cord,1
35,Shrimp,1
35,Steak,1
35,Tape,0
36,Bracket,0
36,Brush,1
36,Cereal,0
36,Ear Buds,1
36,Eggs,0
36,Glue,1
36,Keyboard,2
36,King Crab,1
36,Milk,0
36,Mouse,1
36,Nails,0
36,Noodles,1
36,Paint,0
36,Phone Charger,1
36,Power Cord,1
36,Shrimp,1
36,Steak,1
36,Tape,0
37,Bracket,0
37,Brush,1
37,Cereal,1
37,Ear Buds,5
37,Eggs,0
37,Glue,1
37,Keyboard,6
37,King Crab,5
37,Milk,0
37,Mouse,1
37,Nails,0
37,Noodles,2
37,Paint,1
37,Phone Charger,4
37,Power Cord,1
37,Shrimp,4
37,Steak,2
37,Tape,0
38,Bracket,0
38,Brush,0
38,Cereal,0
38,Ear Buds,1
38,Eggs,0
38,Glue,1
38,Keyboard,2
38,King Crab,1
38,Milk,0
38,Mouse,1
38,Nails,0
38,Noodles,1
38,Paint,0
38,Phone Charger,1
38,Power Cord,1
38,Shrimp,1
38,Steak,1
38,Tape,0
39,Bracket,0
39,Brush,0
39,Cereal,0
39,Ear Buds,4
39,Eggs,0
39,Glue,0
39,Keyboard,4
39,King Crab,1
39,Milk,0
39,Mouse,1
39,Nails,0
39,Noodles,1
39,Paint,0
39,Phone Charger,2
39,Power Cord,1
39,Shrimp,2
39,Steak,1
39,Tape,0
40,Bracket,0
40,Brush,0
40,Cereal,0
40,Ear Buds,5
40,Eggs,0
40,Glue,1
40,Keyboard,6
40,King Crab,1
40,Milk,0
40,Mouse,1
40,Nails,0
40,Noodles,1
40,Paint,0
40,Phone Charger,4
40,Power Cord,1
40,Shrimp,2
40,Steak,1
40,Tape,0
41,Bracket,0
41,Brush,0
41,Cereal,0
41,Ear Buds,4
41,Eggs,0
41,Glue,0
41,Keyboard,4
41,King Crab,1
41,Milk,0
41,Mouse,1
41,Nails,0
41,Noodles,1
41,Paint,0
41,Phone Charger,2
41,Power Cord,1
41,Shrimp,2
41,Steak,1
41,Tape,0
42,Bracket,0
42,Brush,0
42,Cereal,0
42,Ear Buds,1
42,Eggs,0
42,Glue,0
42,Keyboard,2
42,King Crab,1
42,Milk,0
42,Mouse,1
42,Nails,0
42,Noodles,1
42,Paint,0
42,Phone Charger,1
42,Power Cord,0
42,Shrimp,1
42,Steak,1
42,Tape,0
43,Bracket,0
43,Brush,0
43,Cereal,0
43,Ear Buds,1
43,Eggs,0
43,Glue,0
43,Keyboard,2
43,King Crab,1
43,Milk,0
43,Mouse,1
43,Nails,0
43,Noodles,1
43,Paint,0
43,Phone Charger,1
43,Power Cord,0
43,Shrimp,1
43,Steak,1
43,Tape,0
44,Bracket,0
44,Brush,0
44,Cereal,0
44,Ear Buds,5
44,Eggs,0
44,Glue,1
44,Keyboard,6
44,King Crab,1
44,Milk,0
44,Mouse,1
44,Nails,0
44,Noodles,1
44,Paint,0
44,Phone Charger,4
44,Power Cord,1
44,Shrimp,2
44,Steak,1
44,Tape,0
45,Bracket,0
45,Brush,1
45,Cereal,0
45,Ear Buds,5
45,Eggs,0
45,Glue,1
45,Keyboard,6
45,King Crab,1
45,Milk,0
45,Mouse,1
45,Nails,0
45,Noodles,1
45,Paint,1
45,Phone Charger,4
45,Power Cord,1
45,Shrimp,2
45,Steak,1
45,Tape,0
46,Bracket,0
46,Brush,0
46,Cereal,0
46,Ear Buds,1
46,Eggs,0
46,Glue,0
46,Keyboard,2
46,King Crab,1
46,Milk,0
46,Mouse,1
46,Nails,0
46,Noodles,1
46,Paint,0
46,Phone Charger,1
46,Power Cord,0
46,Shrimp,1
46,Steak,1
46,Tape,0
47,Bracket,0
47,Brush,0
47,Cereal,0
47,Ear Buds,1
47,Eggs,0
47,Glue,1
47,Keyboard,2
47,King Crab,1
47,Milk,0
47,Mouse,1
47,Nails,0
47,Noodles,1
47,Paint,0
47,Phone Charger,1
47,Power Cord,1
47,Shrimp,1
47,Steak,1
47,Tape,0
48,Bracket,0
48,Brush,0
48,Cereal,0
48,Ear Buds,5
48,Eggs,0
48,Glue,1
48,Keyboard,6
48,King Crab,1
48,Milk,0
48,Mouse,1
48,Nails,0
48,Noodles,1
48,Paint,0
48,Phone Charger,2
48,Power Cord,1
48,Shrimp,2
48,Steak,1
48,Tape,0
49,Bracket,0
49,Brush,1
49,Cereal,1
49,Ear Buds,7
49,Eggs,0
49,Glue,1
49,Keyboard,9
49,King Crab,1
49,Milk,0
49,Mouse,2
49,Nails,0
49,Noodles,1
49,Paint,0
49,Phone Charger,6
49,Power Cord,2
49,Shrimp,2
49,Steak,1
49,Tape,0
50,Bracket,0
50,Brush,0
50,Cereal,0
50,Ear Buds,2
50,Eggs,0
50,Glue,1
50,Keyboard,4
50,King Crab,1
50,Milk,0
50,Mouse,1
50,Nails,0
50,Noodles,1
50,Paint,0
50,Phone Charger,2
50,Power Cord,1
50,Shrimp,1
50,Steak,1
50,Tape,0
51,Bracket,0
51,Brush,1
51,Cereal,1
51,Ear Buds,6
51,Eggs,0
51,Glue,1
51,Keyboard,6
51,King Crab,1
51,Milk,0
51,Mouse,1
51,Nails,0
51,Noodles,1
51,Paint,0
51,Phone Charger,4
51,Power Cord,1
51,Shrimp,2
51,Steak,1
51,Tape,0
52,Bracket,0
52,Brush,1
52,Cereal,1
52,Ear Buds,6
52,Eggs,0
52,Glue,1
52,Keyboard,6
52,King Crab,1
52,Milk,0
52,Mouse,1
52,Nails,0
52,Noodles,1
52,Paint,0
52,Phone Charger,4
52,Power Cord,1
52,Shrimp,2
52,Steak,1
52,Tape,0
53,Bracket,0
53,Brush,1
53,Cereal,1
53,Ear Buds,7
53,Eggs,0
53,Glue,1
53,Keyboard,7
53,King Crab,1
53,Milk,0
53,Mouse,2
53,Nails,0
53,Noodles,2
53,Paint,0
53,Phone Charger,5
53,Power Cord,1
53,Shrimp,2
53,Steak,2
53,Tape,0
54,Bracket,0
54,Brush,1
54,Cereal,2
54,Ear Buds,11
54,Eggs,0
54,Glue,1
54,Keyboard,12
54,King Crab,2
54,Milk,0
54,Mouse,5
54,Nails,0
54,Noodles,2
54,Paint,1
54,Phone Charger,9
54,Power Cord,4
54,Shrimp,6
54,Steak,2
54,Tape,0
55,Bracket,0
55,Brush,0
55,Cereal,0
55,Ear Buds,1
55,Eggs,0
55,Glue,0
55,Keyboard,2
55,King Crab,1
55,Milk,0
55,Mouse,1
55,Nails,0
55,Noodles,1
55,Paint,0
55,Phone Charger,1
55,Power Cord,1
55,Shrimp,1
55,Steak,1
55,Tape,0
56,Bracket,0
56,Brush,1
56,Cereal,1
56,Ear Buds,6
56,Eggs,0
56,Glue,1
56,Keyboard,7
56,King Crab,1
56,Milk,0
56,Mouse,1
56,Nails,0
56,Noodles,1
56,Paint,0
56,Phone Charger,4
56,Power Cord,1
56,Shrimp,2
56,Steak,1
56,Tape,0
57,Bracket,0
57,Brush,0
57,Cereal,0
57,Ear Buds,1
57,Eggs,0
57,Glue,0
57,Keyboard,2
57,King Crab,1
57,Milk,0
57,Mouse,0
57,Nails,0
57,Noodles,1
57,Paint,0
57,Phone Charger,1
57,Power Cord,0
57,Shrimp,1
57,Steak,1
57,Tape,0
58,Bracket,0
58,Brush,0
58,Cereal,0
58,Ear Buds,2
58,Eggs,0
58,Glue,1
58,Keyboard,2
58,King Crab,1
58,Milk,0
58,Mouse,1
58,Nails,0
58,Noodles,1
58,Paint,0
58,Phone Charger,2
58,Power Cord,1
58,Shrimp,2
58,Steak,1
58,Tape,0
59,Bracket,0
59,Brush,1
59,Cereal,0
59,Ear Buds,4
59,Eggs,0
59,Glue,1
59,Keyboard,4
59,King Crab,1
59,Milk,0
59,Mouse,1
59,Nails,0
59,Noodles,1
59,Paint,1
59,Phone Charger,2
59,Power Cord,1
59,Shrimp,2
59,Steak,1
59,Tape,0
60,Bracket,0
60,Brush,1
60,Cereal,0
60,Ear Buds,2
60,Eggs,0
60,Glue,1
60,Keyboard,2
60,King Crab,1
60,Milk,0
60,Mouse,1
60,Nails,0
60,Noodles,1
60,Paint,0
60,Phone Charger,2
60,Power Cord,1
60,Shrimp,2
60,Steak,1
60,Tape,0
61,Bracket,0
61,Brush,1
61,Cereal,0
61,Ear Buds,2
61,Eggs,0
61,Glue,1
61,Keyboard,2
61,King Crab,1
61,Milk,0
61,Mouse,1
61,Nails,0
61,Noodles,1
61,Paint,0
61,Phone Charger,2
61,Power Cord,1
61,Shrimp,2
61,Steak,1
61,Tape,0
62,Bracket,0
62,Brush,0
62,Cereal,0
62,Ear Buds,1
62,Eggs,0
62,Glue,0
62,Keyboard,2
62,King Crab,1
62,Milk,0
62,Mouse,0
62,Nails,0
62,Noodles,0
62,Paint,0
62,Phone Charger,1
62,Power Cord,0
62,Shrimp,1
62,Steak,0
62,Tape,0
63,Bracket,0
63,Brush,0
63,Cereal,0
63,Ear Buds,1
63,Eggs,0
63,Glue,0
63,Keyboard,2
63,King Crab,1
63,Milk,0
63,Mouse,0
63,Nails,0
63,Noodles,0
63,Paint,0
63,Phone Charger,1
63,Power Cord,0
63,Shrimp,1
63,Steak,0
63,Tape,0
64,Bracket,0
64,Brush,0
64,Cereal,0
64,Ear Buds,1
64,Eggs,0
64,Glue,0
64,Keyboard,2
64,King Crab,1
64,Milk,0
64,Mouse,0
64,Nails,0
64,Noodles,0
64,Paint,0
64,Phone Charger,1
64,Power Cord,0
64,Shrimp,1
64,Steak,0
64,Tape,0
65,Bracket,0
65,Brush,0
65,Cereal,0
65,Ear Buds,1
65,Eggs,0
65,Glue,0
65,Keyboard,2
65,King Crab,1
65,Milk,0
65,Mouse,0
65,Nails,0
65,Noodles,0
65,Paint,0
65,Phone Charger,1
65,Power Cord,0
65,Shrimp,1
65,Steak,0
65,Tape,0
66,Bracket,0
66,Brush,0
66,Cereal,0
66,Ear Buds,1
66,Eggs,0
66,Glue,0
66,Keyboard,2
66,King Crab,1
66,Milk,0
66,Mouse,1
66,Nails,0
66,Noodles,1
66,Paint,0
66,Phone Charger,1
66,Power Cord,0
66,Shrimp,1
66,Steak,1
66,Tape,0
67,Bracket,0
67,Brush,2
67,Cereal,0
67,Ear Buds,4
67,Eggs,0
67,Glue,1
67,Keyboard,4
67,King Crab,1
67,Milk,0
67,Mouse,1
67,Nails,0
67,Noodles,1
67,Paint,1
67,Phone Charger,2
67,Power Cord,1
67,Shrimp,2
67,Steak,1
67,Tape,0
68,Bracket,0
68,Brush,0
68,Cereal,0
68,Ear Buds,1
68,Eggs,0
68,Glue,0
68,Keyboard,2
68,King Crab,1
68,Milk,0
68,Mouse,0
68,Nails,0
68,Noodles,1
68,Paint,0
68,Phone Charger,1
68,Power Cord,0
68,Shrimp,1
68,Steak,1
68,Tape,0
69,Bracket,0
69,Brush,0
69,Cereal,0
69,Ear Buds,1
69,Eggs,0
69,Glue,0
69,Keyboard,2
69,King Crab,1
69,Milk,0
69,Mouse,0
69,Nails,0
69,Noodles,1
69,Paint,0
69,Phone Charger,1
69,Power Cord,0
69,Shrimp,1
69,Steak,1
69,Tape,0
70,Bracket,0
70,Brush,0
70,Cereal,0
70,Ear Buds,1
70,Eggs,0
70,Glue,0
70,Keyboard,2
70,King Crab,1
70,Milk,0
70,Mouse,0
70,Nails,0
70,Noodles,1
70,Paint,0
70,Phone Charger,1
70,Power Cord,0
70,Shrimp,1
70,Steak,1
70,Tape,0
71,Bracket,0
71,Brush,0
71,Cereal,0
71,Ear Buds,1
71,Eggs,0
71,Glue,0
71,Keyboard,2
71,King Crab,1
71,Milk,0
71,Mouse,0
71,Nails,0
71,Noodles,1
71,Paint,0
71,Phone Charger,1
71,Power Cord,0
71,Shrimp,1
71,Steak,1
71,Tape,0
72,Bracket,0
72,Brush,0
72,Cereal,0
72,Ear Buds,1
72,Eggs,0
72,Glue,0
72,Keyboard,2
72,King Crab,1
72,Milk,0
72,Mouse,0
72,Nails,0
72,Noodles,1
72,Paint,0
72,Phone Charger,1
72,Power Cord,0
72,Shrimp,1
72,Steak,1
72,Tape,0
73,Bracket,0
73,Brush,1
73,Cereal,0
73,Ear Buds,2
73,Eggs,0
73,Glue,1
73,Keyboard,2
73,King Crab,1
73,Milk,0
73,Mouse,1
73,Nails,0
73,Noodles,1
73,Paint,0
73,Phone Charger,2
73,Power Cord,1
73,Shrimp,2
73,Steak,1
73,Tape,0
74,Bracket,0
74,Brush,0
74,Cereal,0
74,Ear Buds,1
74,Eggs,0
74,Glue,0
74,Keyboard,2
74,King Crab,1
74,Milk,0
74,Mouse,0
74,Nails,0
74,Noodles,1
74,Paint,0
74,Phone Charger,1
74,Power Cord,0
74,Shrimp,1
74,Steak,1
74,Tape,0
75,Bracket,0
75,Brush,0
75,Cereal,0
75,Ear Buds,1
75,Eggs,0
75,Glue,0
75,Keyboard,2
75,King Crab,1
75,Milk,0
75,Mouse,0
75,Nails,0
75,Noodles,1
75,Paint,0
75,Phone Charger,1
75,Power Cord,0
75,Shrimp,1
75,Steak,1
75,Tape,0
76,Bracket,0
76,Brush,0
76,Cereal,0
76,Ear Buds,1
76,Eggs,0
76,Glue,0
76,Keyboard,2
76,King Crab,1
76,Milk,0
76,Mouse,0
76,Nails,0
76,Noodles,1
76,Paint,0
76,Phone Charger,1
76,Power Cord,0
76,Shrimp,1
76,Steak,1
76,Tape,0
77,Bracket,0
77,Brush,1
77,Cereal,2
77,Ear Buds,12
77,Eggs,0
77,Glue,1
77,Keyboard,12
77,King Crab,2
77,Milk,0
77,Mouse,7
77,Nails,0
77,Noodles,4
77,Paint,1
77,Phone Charger,10
77,Power Cord,5
77,Shrimp,6
77,Steak,4
77,Tape,0
78,Bracket,0
78,Brush,1
78,Cereal,2
78,Ear Buds,12
78,Eggs,0
78,Glue,1
78,Keyboard,12
78,King Crab,2
78,Milk,0
78,Mouse,7
78,Nails,0
78,Noodles,4
78,Paint,1
78,Phone Charger,10
78,Power Cord,5
78,Shrimp,6
78,Steak,4
78,Tape,0
79,Bracket,0
79,Brush,1
79,Cereal,1
79,Ear Buds,7
79,Eggs,0
79,Glue,1
79,Keyboard,9
79,King Crab,1
79,Milk,0
79,Mouse,2
79,Nails,0
79,Noodles,2
79,Paint,0
79,Phone Charger,6
79,Power Cord,2
79,Shrimp,4
79,Steak,2
79,Tape,0
80,Bracket,0
80,Brush,1
80,Cereal,1
80,Ear Buds,7
80,Eggs,0
80,Glue,1
80,Keyboard,9
80,King Crab,1
80,Milk,0
80,Mouse,2
80,Nails,0
80,Noodles,2
80,Paint,0
80,Phone Charger,6
80,Power Cord,2
80,Shrimp,4
80,Steak,2
80,Tape,0
81,Bracket,0
81,Brush,1
81,Cereal,0
81,Ear Buds,7
81,Eggs,0
81,Glue,1
81,Keyboard,9
81,King Crab,1
81,Milk,0
81,Mouse,2
81,Nails,0
81,Noodles,2
81,Paint,0
81,Phone Charger,6
81,Power Cord,1
81,Shrimp,2
81,Steak,2
81,Tape,0
82,Bracket,0
82,Brush,0
82,Cereal,0
82,Ear Buds,7
82,Eggs,0
82,Glue,1
82,Keyboard,9
82,King Crab,1
82,Milk,0
82,Mouse,2
82,Nails,0
82,Noodles,2
82,Paint,0
82,Phone Charger,6
82,Power Cord,1
82,Shrimp,2
82,Steak,2
82,Tape,0
83,Bracket,0
83,Brush,0
83,Cereal,0
83,Ear Buds,1
83,Eggs,0
83,Glue,0
83,Keyboard,2
83,King Crab,1
83,Milk,0
83,Mouse,0
83,Nails,0
83,Noodles,1
83,Paint,0
83,Phone Charger,1
83,Power Cord,0
83,Shrimp,1
83,Steak,1
83,Tape,0
84,Bracket,0
84,Brush,0
84,Cereal,0
84,Ear Buds,1
84,Eggs,0
84,Glue,0
84,Keyboard,2
84,King Crab,1
84,Milk,0
84,Mouse,1
84,Nails,0
84,Noodles,1
84,Paint,0
84,Phone Charger,1
84,Power Cord,0
84,Shrimp,1
84,Steak,1
84,Tape,0
85,Bracket,0
85,Brush,2
85,Cereal,0
85,Ear Buds,2
85,Eggs,0
85,Glue,1
85,Keyboard,4
85,King Crab,1
85,Milk,0
85,Mouse,1
85,Nails,0
85,Noodles,1
85,Paint,0
85,Phone Charger,2
85,Power Cord,1
85,Shrimp,2
85,Steak,1
85,Tape,0
86,Bracket,0
86,Brush,1
86,Cereal,0
86,Ear Buds,2
86,Eggs,0
86,Glue,1
86,Keyboard,4
86,King Crab,1
86,Milk,0
86,Mouse,1
86,Nails,0
86,Noodles,1
86,Paint,0
86,Phone Charger,2
86,Power Cord,1
86,Shrimp,1
86,Steak,1
86,Tape,0
87,Bracket,0
87,Brush,0
87,Cereal,0
87,Ear Buds,2
87,Eggs,0
